#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 359           0.0359    0.11565266      -15.62704263      -15.51138997        286.43        0.00000000
 360           0.0360    0.13617400      -15.62733143      -15.49115744        337.26        0.00000000
 361           0.0361    0.12031274      -15.62780460      -15.50749186        297.97        0.00000000
 362           0.0362    0.11317482      -15.62840079      -15.51522598        280.30        0.00000000
 363           0.0363    0.12544457      -15.62872707      -15.50328250        310.68        0.00000000
 364           0.0364    0.10277593      -15.62915439      -15.52637846        254.54        0.00000000
 365           0.0365    0.14355761      -15.62883015      -15.48527254        355.54        0.00000000
 366           0.0366    0.11927683      -15.62925549      -15.50997866        295.41        0.00000000
 367           0.0367    0.12289310      -15.63004880      -15.50715570        304.37        0.00000000
 368           0.0368    0.11876277      -15.63011549      -15.51135273        294.14        0.00000000
 369           0.0369    0.10591516      -15.63071190      -15.52479674        262.32        0.00000000
 370           0.0370    0.11319125      -15.63013969      -15.51694844        280.34        0.00000000
 371           0.0371    0.10761833      -15.63061883      -15.52300051        266.53        0.00000000
 372           0.0372    0.09995010      -15.63044606      -15.53049596        247.54        0.00000000
 373           0.0373    0.12721837      -15.63031140      -15.50309303        315.08        0.00000000
 374           0.0374    0.13416501      -15.62984647      -15.49568146        332.28        0.00000000
 375           0.0375    0.12814757      -15.62885951      -15.50071194        317.38        0.00000000
 376           0.0376    0.11312506      -15.62933747      -15.51621241        280.17        0.00000000
 377           0.0377    0.11593630      -15.62919776      -15.51326146        287.14        0.00000000
 378           0.0378    0.11484168      -15.62932921      -15.51448754        284.42        0.00000000
 379           0.0379    0.12005772      -15.62865859      -15.50860087        297.34        0.00000000
 380           0.0380    0.11949542      -15.62853385      -15.50903843        295.95        0.00000000
 381           0.0381    0.12613784      -15.62790760      -15.50176976        312.40        0.00000000
 382           0.0382    0.10940558      -15.62726593      -15.51786035        270.96        0.00000000
 383           0.0383    0.11844926      -15.62699692      -15.50854766        293.36        0.00000000
 384           0.0384    0.11284860      -15.62678633      -15.51393773        279.49        0.00000000
 385           0.0385    0.10833721      -15.62657248      -15.51823527        268.32        0.00000000
 386           0.0386    0.11586042      -15.62651318      -15.51065277        286.95        0.00000000
 387           0.0387    0.13309128      -15.62626466      -15.49317338        329.62        0.00000000
 388           0.0388    0.11301041      -15.62678179      -15.51377138        279.89        0.00000000
 389           0.0389    0.12297646      -15.62684317      -15.50386671        304.57        0.00000000
 390           0.0390    0.11517677      -15.62646333      -15.51128656        285.25        0.00000000
 391           0.0391    0.11996635      -15.62649478      -15.50652843        297.12        0.00000000
 392           0.0392    0.11676691      -15.62682356      -15.51005665        289.19        0.00000000
 393           0.0393    0.14439571      -15.62721490      -15.48281920        357.62        0.00000000
 394           0.0394    0.12571150      -15.62756515      -15.50185365        311.35        0.00000000
 395           0.0395    0.10166825      -15.62733850      -15.52567025        251.80        0.00000000
 396           0.0396    0.13289938      -15.62740257      -15.49450319        329.15        0.00000000
 397           0.0397    0.12063009      -15.62729511      -15.50666503        298.76        0.00000000
 398           0.0398    0.11807544      -15.62726343      -15.50918798        292.43        0.00000000
 399           0.0399    0.12202447      -15.62686414      -15.50483966        302.21        0.00000000
 400           0.0400    0.13345813      -15.62724853      -15.49379040        330.53        0.00000000
 401           0.0401    0.11185762      -15.62738730      -15.51552968        277.03        0.00000000
 402           0.0402    0.12406627      -15.62727045      -15.50320417        307.27        0.00000000
 403           0.0403    0.09442927      -15.62749978      -15.53307050        233.87        0.00000000
 404           0.0404    0.11264852      -15.62745682      -15.51480830        278.99        0.00000000
 405           0.0405    0.11082928      -15.62745939      -15.51663011        274.49        0.00000000
 406           0.0406    0.12854325      -15.62747915      -15.49893591        318.36        0.00000000
 407           0.0407    0.11135922      -15.62730472      -15.51594550        275.80        0.00000000
 408           0.0408    0.13742060      -15.62810504      -15.49068444        340.35        0.00000000
 409           0.0409    0.11365410      -15.62854788      -15.51489378        281.48        0.00000000
 410           0.0410    0.12189723      -15.62842869      -15.50653146        301.90        0.00000000
 411           0.0411    0.12697428      -15.62864261      -15.50166833        314.47        0.00000000
 412           0.0412    0.13058166      -15.62907207      -15.49849041        323.41        0.00000000
 413           0.0413    0.10873375      -15.62822827      -15.51949453        269.30        0.00000000
 414           0.0414    0.11375733      -15.62754091      -15.51378358        281.74        0.00000000
 415           0.0415    0.10934178      -15.62701995      -15.51767816        270.80        0.00000000
 416           0.0416    0.13337463      -15.62716714      -15.49379251        330.32        0.00000000
 417           0.0417    0.11496730      -15.62684372      -15.51187642        284.74        0.00000000
 418           0.0418    0.13232212      -15.62707512      -15.49475300        327.72        0.00000000
 419           0.0419    0.11330243      -15.62758680      -15.51428437        280.61        0.00000000
 420           0.0420    0.14835112      -15.62726398      -15.47891285        367.42        0.00000000
 421           0.0421    0.11483686      -15.62679013      -15.51195327        284.41        0.00000000
 422           0.0422    0.13092587      -15.62601417      -15.49508831        324.26        0.00000000
 423           0.0423    0.10625612      -15.62595573      -15.51969962        263.16        0.00000000
 424           0.0424    0.11847638      -15.62649844      -15.50802206        293.43        0.00000000
 425           0.0425    0.11980525      -15.62610477      -15.50629952        296.72        0.00000000
 426           0.0426    0.11483225      -15.62582586      -15.51099360        284.40        0.00000000
 427           0.0427    0.10817124      -15.62613564      -15.51796440        267.90        0.00000000
 428           0.0428    0.12283934      -15.62527326      -15.50243393        304.23        0.00000000
 429           0.0429    0.10897036      -15.62545921      -15.51648885        269.88        0.00000000
 430           0.0430    0.10808699      -15.62534633      -15.51725934        267.70        0.00000000
 431           0.0431    0.10606497      -15.62571229      -15.51964732        262.69        0.00000000
 432           0.0432    0.10665847      -15.62491124      -15.51825277        264.16        0.00000000
